State,Medicaid_Expanded,Total_Enrollment,All_Determinants_Rank,All_Determinants_Value,Cancer_Deaths_Rank,Cancer_Deaths_Value,Cardiovascular_Deaths_Rank,Cardiovascular_Deaths_Value,Cholesterol_Check_Rank,Cholesterol_Check_Value,Dedicated_Health_Provider_Rank,Dedicated_Health_Provider_Value,Diabetes_Rank,Diabetes_Value,Disparity_in_Health_Status_Rank,Disparity_in_Health_Status_Value,Drug_Deaths_Rank,Drug_Deaths_Value,High_Blood_Pressure_Rank,High_Blood_Pressure_Value,High_Cholesterol_Rank,High_Cholesterol_Value,Immunizations_Children_Rank,Immunizations_Children_Value,Infant_Mortality_Rank,Infant_Mortality_Value,Injury_Deaths_Rank,Injury_Deaths_Value,Obesity_Rank,Obesity_Value,Premature_Death_Rank,Premature_Death_Value,Primary_Care_Physicians_Rank,Primary_Care_Physicians_Value,Underemployment_Rate_Rank,Underemployment_Rate_Value,Unemployment_Rate_Rank,Unemployment_Rate_Value,Year,Uninsured_Rank,Uninsured_Value
Florida,N,3576023.0,33.0,-0.163,14.0,182.0,15.0,221.0,12.0,79.5,31.0,75.8,37.0,11.2,40.0,32.4,29.0,13.9,37.0,34.6,38.0,40.3,22.0,72.7,24.0,6.1,0.0,63.7,7.0,26.2,24.0,7059.0,32.0,111.7,40.0,12.8,30.0,6.3,2015,49.0,18.3
Georgia,N,1782498.0,38.0,-0.28800000000000003,29.0,192.8,36.0,269.8,21.0,77.5,41.0,71.5,41.0,11.6,22.0,28.0,10.0,10.8,39.0,35.0,23.0,38.1,15.0,74.0,32.0,6.6,0.0,60.3,32.0,30.5,37.0,7880.0,36.0,107.1,43.0,13.3,45.0,7.2,2015,46.0,17.3
Idaho,N,282440.0,20.0,0.16,9.0,175.8,19.0,227.7,49.0,69.3,45.0,70.7,4.0,7.6,28.0,28.7,19.0,12.8,8.0,29.4,25.0,38.4,45.0,65.9,18.0,5.5,0.0,72.1,21.0,28.9,21.0,6747.0,50.0,81.5,16.0,10.3,14.0,4.8,2015,39.0,14.9
Kansas,N,407388.0,26.0,0.029,25.0,191.0,26.0,245.2,43.0,73.3,16.0,80.6,29.0,10.3,31.0,29.1,11.0,11.1,23.0,31.3,23.0,38.1,8.0,76.5,29.0,6.4,0.0,67.2,38.0,31.3,27.0,7110.0,35.0,108.3,10.0,9.1,11.0,4.5,2015,20.0,11.2
Louisiana,N,1077109.0,50.0,-0.767,47.0,217.9,46.0,306.3,26.0,76.2,37.0,74.5,39.0,11.3,4.0,22.0,31.0,14.4,47.0,39.8,41.0,40.7,19.0,73.2,48.0,8.4,0.0,76.9,47.0,34.9,47.0,9957.0,20.0,125.0,23.0,11.3,32.0,6.4,2015,42.0,15.7
Maine,N,279000.0,10.0,0.353,39.0,204.3,12.0,218.7,5.0,81.4,2.0,87.9,18.0,9.5,19.0,26.6,14.0,11.9,32.0,33.3,35.0,39.7,1.0,84.7,36.0,6.9,0.0,61.9,18.0,28.2,20.0,6729.0,12.0,135.2,30.0,11.9,19.0,5.7,2015,19.0,10.7
Mississippi,N,692626.0,49.0,-0.6659999999999999,49.0,225.8,50.0,344.5,34.0,74.3,39.0,73.4,48.0,13.0,1.0,14.9,9.0,10.7,48.0,40.2,45.0,41.9,31.0,70.7,50.0,9.2,0.0,83.2,48.0,35.5,50.0,10744.0,49.0,84.7,45.0,13.6,49.0,7.8,2015,43.0,15.8
Missouri,N,948576.0,34.0,-0.182,40.0,206.3,41.0,281.4,38.0,73.9,22.0,79.0,35.0,11.1,28.0,28.7,37.0,16.4,28.0,32.0,32.0,38.8,34.0,70.0,32.0,6.6,0.0,74.1,29.0,30.2,39.0,8117.0,28.0,115.2,29.0,11.8,26.0,6.1,2015,29.0,12.3
Nebraska,N,237979.0,14.0,0.305,19.0,185.4,16.0,224.7,35.0,74.0,20.0,79.8,15.0,9.2,43.0,33.8,3.0,7.3,15.0,30.3,18.0,37.4,4.0,80.2,11.0,5.0,0.0,54.6,29.0,30.2,12.0,6125.0,24.0,123.1,3.0,7.0,2.0,3.3,2015,17.0,10.5
North Carolina,N,2000804.0,28.0,-0.028,33.0,195.2,31.0,251.1,14.0,79.2,28.0,76.3,33.0,10.8,48.0,36.4,21.0,13.0,40.0,35.5,42.0,41.0,2.0,80.8,41.0,7.2,0.0,64.4,26.0,29.7,33.0,7604.0,27.0,119.7,31.0,12.1,26.0,6.1,2015,36.0,14.4
Oklahoma,N,781927.0,46.0,-0.41,45.0,215.8,48.0,322.5,41.0,73.6,35.0,75.3,43.0,12.0,11.0,25.1,45.0,20.3,42.0,37.5,44.0,41.2,18.0,73.3,41.0,7.2,0.0,91.1,45.0,33.0,46.0,9799.0,48.0,85.2,6.0,8.6,11.0,4.5,2015,44.0,16.5
South Carolina,N,936141.0,44.0,-0.397,38.0,203.2,37.0,271.8,17.0,78.5,26.0,76.7,43.0,12.0,16.0,25.9,21.0,13.0,43.0,38.4,47.0,42.6,23.0,72.6,41.0,7.2,0.0,72.1,41.0,32.1,42.0,8592.0,34.0,108.8,35.0,12.5,32.0,6.4,2015,37.0,14.7
South Dakota,N,118295.0,21.0,0.154,18.0,184.8,22.0,232.5,44.0,72.8,34.0,75.5,13.0,9.1,5.0,22.6,2.0,6.4,18.0,30.7,11.0,36.6,9.0,76.3,47.0,7.6,0.0,69.2,28.0,29.8,23.0,6913.0,29.0,114.9,2.0,6.4,3.0,3.4,2015,17.0,10.5
Tennessee,N,1564417.0,42.0,-0.319,44.0,213.7,44.0,299.0,8.0,81.1,33.0,75.7,48.0,13.0,6.0,23.1,40.0,17.6,45.0,38.8,30.0,38.7,25.0,71.9,37.0,7.0,0.0,79.0,36.0,31.2,43.0,9088.0,18.0,126.4,41.0,13.1,39.0,6.7,2015,31.0,12.9
Texas,N,4727969.0,37.0,-0.235,15.0,182.3,33.0,253.5,30.0,74.8,48.0,67.1,34.0,11.0,44.0,34.0,7.0,9.8,22.0,31.2,20.0,37.7,48.0,64.0,21.0,5.8,0.0,57.5,40.0,31.9,25.0,7084.0,43.0,99.4,13.0,9.9,16.0,5.1,2015,50.0,20.6
Utah,N,311057.0,6.0,0.397,1.0,146.1,13.0,218.8,50.0,68.3,42.0,71.1,1.0,7.1,28.0,28.7,46.0,21.9,1.0,24.2,1.0,33.4,30.0,70.8,11.0,5.0,0.0,76.2,6.0,25.7,13.0,6157.0,44.0,90.5,5.0,8.2,4.0,3.8,2015,34.0,13.3
Virginia,N,955868.0,19.0,0.228,23.0,189.2,25.0,239.1,11.0,80.1,30.0,75.9,21.0,9.7,33.0,30.9,6.0,9.5,30.0,32.5,27.0,38.6,16.0,73.7,28.0,6.3,0.0,54.2,20.0,28.5,18.0,6435.0,17.0,127.2,19.0,10.4,17.0,5.2,2015,24.0,11.6
Wisconsin,N,1044478.0,22.0,0.146,30.0,193.3,24.0,237.2,24.0,76.6,14.0,81.2,11.0,9.0,39.0,32.2,23.0,13.1,29.0,32.3,8.0,36.2,29.0,70.9,23.0,6.0,0.0,64.8,36.0,31.2,17.0,6365.0,19.0,125.3,16.0,10.3,18.0,5.5,2015,6.0,8.2
Wyoming,N,64508.0,29.0,-0.043,7.0,174.6,21.0,231.0,39.0,73.8,46.0,69.5,7.0,8.4,17.0,26.2,37.0,16.4,5.0,28.7,5.0,35.0,48.0,64.0,8.0,4.9,0.0,86.7,24.0,29.5,30.0,7320.0,46.0,88.7,4.0,7.5,7.0,4.3,2015,30.0,12.7
Arizona,Y,1496616.0,28.0,-0.008,5.0,170.2,10.0,216.1,45.0,72.6,47.0,68.2,35.0,10.7,48.0,36.6,44.0,17.7,18.0,30.7,35.0,39.7,45.0,65.1,20.0,5.9,,,17.0,26.8,26.0,7124.0,43.0,98.4,48.0,16.0,40.0,8.0,2014,42.0,17.3
Arkansas,Y,824682.0,49.0,-0.655,46.0,214.9,47.0,313.7,46.0,72.3,26.0,77.1,44.0,11.5,9.0,24.2,24.0,12.6,44.0,38.7,46.0,42.4,50.0,57.1,39.0,7.2,,,48.0,34.6,47.0,9656.0,39.0,102.6,30.0,13.7,34.0,7.5,2014,36.0,16.2
California,Y,11919314.0,17.0,0.294,6.0,171.0,23.0,234.4,29.0,75.2,43.0,71.2,30.0,10.2,50.0,38.6,12.0,11.0,5.0,28.7,20.0,37.7,28.0,69.3,4.0,4.6,,,4.0,24.1,4.0,5590.0,22.0,122.2,51.0,17.3,49.0,8.9,2014,43.0,17.5
Colorado,Y,1183251.0,11.0,0.35,3.0,163.0,2.0,197.1,25.0,76.4,28.0,76.5,1.0,6.5,47.0,36.5,34.0,14.8,2.0,26.3,3.0,34.8,29.0,69.2,12.0,5.1,,,1.0,21.3,11.0,5991.0,24.0,120.7,21.0,12.5,26.0,6.8,2014,32.0,14.4
Connecticut,Y,760584.0,4.0,0.56,9.0,177.0,11.0,216.5,2.0,83.1,8.0,84.8,8.0,8.3,36.0,30.7,12.0,11.0,23.0,31.3,22.0,37.8,5.0,78.2,12.0,5.1,,,8.0,24.9,5.0,5603.0,6.0,166.7,35.0,13.9,39.0,7.8,2014,8.0,9.3
Delaware,Y,235047.0,33.0,-0.126,37.0,201.9,29.0,246.9,9.0,81.0,5.0,85.9,41.0,11.1,25.0,28.8,39.0,16.6,41.0,35.6,39.0,40.6,21.0,71.8,47.0,8.2,,,37.0,31.0,37.0,7729.0,30.0,112.8,28.0,13.5,23.0,6.7,2014,6.0,9.0
Hawaii,Y,308567.0,3.0,0.5670000000000001,2.0,155.3,3.0,199.1,27.0,75.8,7.0,85.1,9.0,8.4,1.0,15.5,18.0,11.7,4.0,28.5,4.0,34.9,40.0,66.5,12.0,5.1,,,2.0,21.8,9.0,5865.0,9.0,140.2,13.0,11.5,8.0,4.8,2014,2.0,6.8
Illinois,Y,3126814.0,30.0,-0.066,34.0,197.9,32.0,253.9,35.0,74.0,17.0,80.0,28.0,9.9,32.0,30.4,15.0,11.1,13.0,30.1,11.0,36.6,38.0,66.8,29.0,6.5,,,25.0,29.4,21.0,6721.0,11.0,133.9,48.0,16.0,50.0,9.2,2014,22.0,12.8
Indiana,Y,1216683.0,39.0,-0.257,42.0,208.2,39.0,274.4,31.0,74.5,16.0,80.4,39.0,11.0,13.0,25.7,35.0,15.1,33.0,33.5,37.0,39.8,33.0,68.5,39.0,7.2,,,42.0,31.8,39.0,7993.0,37.0,104.2,25.0,13.2,34.0,7.5,2014,28.0,14.1
Iowa,Y,572104.0,25.0,0.07400000000000001,27.0,191.8,26.0,245.4,28.0,75.7,15.0,80.6,20.0,9.3,30.0,30.3,5.0,8.5,25.0,31.4,43.0,41.1,4.0,78.3,9.0,5.0,,,39.0,31.3,16.0,6309.0,46.0,85.7,5.0,9.2,6.0,4.6,2014,5.0,8.3
Kentucky,Y,1073384.0,47.0,-0.48700000000000004,50.0,228.3,43.0,297.3,22.0,77.0,22.0,78.2,33.0,10.6,10.0,24.7,48.0,24.0,46.0,39.1,49.0,43.2,16.0,72.7,35.0,6.7,,,46.0,33.2,44.0,9575.0,38.0,103.0,45.0,15.0,45.0,8.3,2014,28.0,14.1
Maryland,Y,1143810.0,16.0,0.305,20.0,187.7,30.0,250.7,7.0,81.2,19.0,79.4,26.0,9.8,34.0,30.5,22.0,12.2,31.0,32.8,16.0,37.0,7.0,75.8,32.0,6.6,,,22.0,28.3,22.0,6772.0,2.0,178.5,21.0,12.5,22.0,6.6,2014,10.0,10.2
Massachusetts,Y,1586233.0,2.0,0.597,19.0,186.8,4.0,206.9,1.0,84.0,1.0,87.7,11.0,8.5,42.0,33.9,21.0,12.1,8.0,29.4,10.0,36.5,3.0,78.5,1.0,4.2,,,3.0,23.6,1.0,5345.0,1.0,200.8,25.0,13.2,29.0,7.1,2014,1.0,3.8
Michigan,Y,2253958.0,32.0,-0.1,35.0,199.7,42.0,282.4,13.0,79.4,10.0,83.0,31.0,10.4,29.0,29.7,31.0,13.9,37.0,34.6,39.0,40.6,24.0,70.0,35.0,6.7,,,40.0,31.5,32.0,7574.0,22.0,122.2,46.0,15.3,48.0,8.8,2014,15.0,11.2
Minnesota,Y,1213607.0,7.0,0.4,13.0,180.9,1.0,184.7,22.0,77.0,38.0,72.9,4.0,7.4,11.0,25.3,6.0,8.6,3.0,27.0,2.0,33.6,12.0,74.1,7.0,4.9,,,10.0,25.5,2.0,5358.0,7.0,145.2,9.0,10.6,9.0,5.1,2014,4.0,8.1
Nevada,Y,548377.0,42.0,-0.373,22.0,188.0,36.0,271.9,35.0,74.0,50.0,65.0,22.0,9.6,20.0,27.4,47.0,22.2,17.0,30.6,27.0,38.6,49.0,60.6,18.0,5.3,,,11.0,26.2,29.0,7297.0,47.0,85.3,52.0,18.1,52.0,9.8,2014,49.0,21.4
New Hampshire,Y,167330.0,5.0,0.518,26.0,191.6,7.0,213.8,4.0,81.7,2.0,87.5,16.0,9.2,21.0,27.7,29.0,13.4,13.0,30.1,13.0,36.7,10.0,74.9,2.0,4.5,,,16.0,26.7,3.0,5580.0,10.0,135.7,10.0,10.9,10.0,5.3,2014,12.0,10.7
New Jersey,Y,1672822.0,12.0,0.337,18.0,185.5,28.0,246.8,9.0,81.0,11.0,81.4,16.0,9.2,35.0,30.6,17.0,11.6,20.0,31.1,34.0,39.2,14.0,72.9,6.0,4.7,,,12.0,26.3,8.0,5837.0,8.0,143.7,41.0,14.7,42.0,8.2,2014,23.0,13.0
New Mexico,Y,687942.0,34.0,-0.16399999999999998,4.0,167.1,12.0,217.0,47.0,71.0,46.0,68.8,35.0,10.7,40.0,32.4,49.0,24.8,10.0,29.5,15.0,36.8,42.0,65.7,24.0,6.1,,,13.0,26.4,41.0,8445.0,27.0,115.6,30.0,13.7,27.0,6.9,2014,45.0,18.5
New York,Y,6300006.0,9.0,0.37,10.0,179.7,35.0,260.8,6.0,81.3,12.0,81.3,33.0,10.6,45.0,35.3,7.0,9.4,26.0,31.5,33.0,39.1,18.0,72.2,9.0,5.0,,,9.0,25.4,7.0,5737.0,5.0,167.3,33.0,13.8,37.0,7.7,2014,14.0,10.8
North Dakota,Y,86120.0,13.0,0.33299999999999996,7.0,173.7,18.0,226.8,42.0,73.5,36.0,73.3,14.0,8.9,4.0,19.9,1.0,3.0,11.0,29.7,9.0,36.4,19.0,72.0,26.0,6.3,,,37.0,31.0,23.0,6878.0,21.0,123.6,1.0,5.6,1.0,2.9,2014,10.0,10.2
Ohio,Y,2900815.0,38.0,-0.249,41.0,207.7,40.0,274.6,18.0,78.2,14.0,80.7,31.0,10.4,12.0,25.4,43.0,17.5,33.0,33.5,19.0,37.5,48.0,61.7,46.0,7.7,,,34.0,30.4,38.0,7928.0,17.0,125.0,29.0,13.6,31.0,7.4,2014,16.0,11.3
Oregon,Y,1036190.0,8.0,0.376,30.0,192.4,5.0,210.5,33.0,74.4,32.0,74.5,16.0,9.2,25.0,28.8,28.0,13.1,27.0,31.8,16.0,37.0,39.0,66.6,9.0,5.0,,,15.0,26.5,18.0,6371.0,12.0,131.5,50.0,16.5,37.0,7.7,2014,34.0,14.8
Pennsylvania,Y,2403656.0,26.0,0.054000000000000006,36.0,200.3,34.0,259.7,19.0,77.6,6.0,85.8,29.0,10.1,8.0,23.8,42.0,17.4,35.0,33.7,26.0,38.5,8.0,75.5,35.0,6.7,,,31.0,30.0,28.0,7287.0,13.0,130.3,27.0,13.4,31.0,7.4,2014,9.0,9.7
Rhode Island,Y,263426.0,15.0,0.307,24.0,189.9,19.0,229.1,3.0,81.9,9.0,84.3,20.0,9.3,19.0,27.2,41.0,17.3,36.0,33.8,30.0,38.7,1.0,82.1,28.0,6.4,,,20.0,27.3,12.0,6049.0,3.0,177.0,47.0,15.5,51.0,9.5,2014,16.0,11.3
Vermont,Y,177819.0,1.0,0.7090000000000001,32.0,195.6,13.0,218.4,15.0,78.8,4.0,86.8,6.0,7.8,44.0,35.0,16.0,11.3,20.0,31.1,6.0,35.2,37.0,66.9,4.0,4.6,,,7.0,24.7,6.0,5679.0,4.0,170.9,6.0,9.3,4.0,4.4,2014,2.0,6.8
Washington,Y,1644648.0,14.0,0.33,16.0,184.7,8.0,214.8,31.0,74.5,39.0,72.5,12.0,8.6,49.0,37.5,32.0,14.0,16.0,30.4,13.0,36.7,22.0,70.8,7.0,4.9,,,18.0,27.2,10.0,5912.0,15.0,126.7,36.0,14.0,28.0,7.0,2014,26.0,13.9
West Virginia,Y,522491.0,43.0,-0.40299999999999997,48.0,220.5,45.0,303.7,16.0,78.7,27.0,76.7,49.0,13.0,6.0,23.4,50.0,31.3,50.0,41.0,48.0,42.9,43.0,65.5,38.0,7.0,,,49.0,35.1,49.0,10159.0,34.0,107.8,17.0,12.0,18.0,6.5,2014,30.0,14.2
Alabama,N,876485.0,41.0,-0.335,43.0,211.5,49.0,329.2,19.0,77.6,23.0,77.8,50.0,13.8,3.0,19.4,18.0,11.7,49.0,40.3,50.0,44.4,6.0,77.0,49.0,8.6,,,43.0,32.4,48.0,10008.0,40.0,101.9,20.0,12.2,18.0,6.5,2014,25.0,13.4
Alaska,N,127888.0,29.0,-0.057999999999999996,27.0,191.8,14.0,219.2,48.0,70.1,48.0,67.2,2.0,7.1,13.0,25.7,33.0,14.4,12.0,29.8,27.0,38.6,46.0,63.9,2.0,4.5,,,23.0,28.4,34.0,7600.0,29.0,113.2,18.0,12.1,18.0,6.5,2014,47.0,19.5
Florida,N,3373853.0,31.0,-0.098,15.0,182.7,15.0,223.0,12.0,79.5,37.0,73.2,42.0,11.2,27.0,29.1,36.0,15.2,37.0,34.6,38.0,40.3,24.0,70.0,25.0,6.2,,,13.0,26.4,25.0,7116.0,32.0,110.0,39.0,14.3,30.0,7.2,2014,48.0,20.0
Georgia,N,1749519.0,40.0,-0.292,29.0,192.3,38.0,273.0,21.0,77.5,41.0,71.8,37.0,10.8,22.0,28.0,10.0,10.8,39.0,35.0,23.0,38.1,27.0,69.8,29.0,6.5,,,33.0,30.3,35.0,7624.0,36.0,105.4,44.0,14.8,42.0,8.2,2014,46.0,18.6
Idaho,N,287585.0,20.0,0.22899999999999998,8.0,174.6,20.0,230.7,49.0,69.3,40.0,71.9,9.0,8.4,41.0,32.7,23.0,12.3,8.0,29.4,25.0,38.4,23.0,70.2,16.0,5.2,,,27.0,29.6,17.0,6310.0,50.0,80.1,23.0,12.7,15.0,6.2,2014,36.0,16.2
Kansas,N,400885.0,27.0,0.003,25.0,190.9,27.0,245.6,43.0,73.3,21.0,78.5,22.0,9.6,24.0,28.6,9.0,10.4,23.0,31.3,23.0,38.1,32.0,68.7,26.0,6.3,,,31.0,30.0,27.0,7209.0,35.0,106.6,11.0,11.0,11.0,5.4,2014,20.0,12.4
Louisiana,N,1044151.0,48.0,-0.53,47.0,217.4,46.0,307.5,26.0,76.2,33.0,74.1,45.0,11.6,16.0,26.5,27.0,12.9,47.0,39.8,41.0,40.7,31.0,69.1,47.0,8.2,,,45.0,33.1,45.0,9625.0,20.0,123.7,23.0,12.7,15.0,6.2,2014,39.0,16.7
Maine,N,287807.0,18.0,0.289,40.0,205.4,9.0,215.4,5.0,81.4,3.0,87.4,22.0,9.6,15.0,26.1,12.0,11.0,32.0,33.3,35.0,39.7,35.0,68.0,32.0,6.6,,,24.0,28.9,20.0,6645.0,14.0,130.2,30.0,13.7,23.0,6.7,2014,12.0,10.7
Mississippi,N,714084.0,50.0,-0.6609999999999999,49.0,223.7,50.0,346.0,34.0,74.3,25.0,77.3,48.0,12.9,2.0,18.0,11.0,10.9,48.0,40.2,45.0,41.9,11.0,74.6,50.0,9.1,,,49.0,35.1,50.0,10354.0,49.0,81.8,40.0,14.6,47.0,8.6,2014,40.0,17.1
Missouri,N,855487.0,37.0,-0.24100000000000002,39.0,204.8,41.0,281.1,38.0,73.9,18.0,79.5,22.0,9.6,5.0,20.5,38.0,16.3,28.0,32.0,32.0,38.8,36.0,67.9,29.0,6.5,,,34.0,30.4,40.0,8120.0,31.0,111.8,15.0,11.6,18.0,6.5,2014,24.0,13.3
Montana,N,167328.0,23.0,0.162,11.0,179.8,16.0,224.8,39.0,73.8,44.0,70.4,5.0,7.7,18.0,26.8,26.0,12.8,7.0,29.3,7.0,35.7,44.0,65.4,20.0,5.9,,,6.0,24.6,31.0,7480.0,41.0,99.7,15.0,11.6,14.0,5.6,2014,41.0,17.2
Nebraska,N,240058.0,10.0,0.36,16.0,184.7,17.0,224.9,35.0,74.0,20.0,79.1,16.0,9.2,46.0,36.1,3.0,7.3,15.0,30.3,18.0,37.4,2.0,79.0,12.0,5.1,,,27.0,29.6,15.0,6224.0,25.0,118.5,3.0,8.0,3.0,3.9,2014,16.0,11.3
North Carolina,N,1821459.0,36.0,-0.17300000000000001,33.0,196.2,31.0,252.2,14.0,79.2,35.0,73.5,43.0,11.4,43.0,34.3,24.0,12.6,40.0,35.5,42.0,41.0,19.0,72.0,41.0,7.3,,,25.0,29.4,36.0,7661.0,26.0,117.9,41.0,14.7,40.0,8.0,2014,35.0,16.1
Oklahoma,N,799478.0,45.0,-0.444,45.0,214.1,48.0,322.0,41.0,73.6,34.0,73.9,39.0,11.0,38.0,32.1,45.0,19.8,42.0,37.5,44.0,41.2,47.0,62.7,43.0,7.4,,,44.0,32.5,46.0,9654.0,48.0,84.8,8.0,10.2,11.0,5.4,2014,44.0,18.0
South Carolina,N,995296.0,46.0,-0.44799999999999995,38.0,203.5,37.0,272.2,17.0,78.5,30.0,76.1,47.0,12.5,32.0,30.4,30.0,13.5,43.0,38.4,47.0,42.6,40.0,66.5,44.0,7.5,,,41.0,31.7,42.0,8645.0,33.0,107.9,36.0,14.0,36.0,7.6,2014,38.0,16.3
South Dakota,N,116878.0,21.0,0.182,21.0,187.9,21.0,233.1,44.0,72.8,30.0,76.1,15.0,9.1,6.0,23.4,2.0,6.1,18.0,30.7,11.0,36.6,13.0,73.8,44.0,7.5,,,30.0,29.9,30.0,7330.0,28.0,113.5,2.0,7.1,2.0,3.8,2014,19.0,11.4
Tennessee,N,1425497.0,44.0,-0.429,44.0,213.5,44.0,300.6,8.0,81.1,24.0,77.4,46.0,12.2,38.0,32.1,40.0,17.2,45.0,38.8,30.0,38.7,33.0,68.5,41.0,7.3,,,47.0,33.7,43.0,9168.0,19.0,124.4,41.0,14.7,42.0,8.2,2014,26.0,13.9
Texas,N,4704853.0,35.0,-0.172,14.0,182.5,33.0,255.3,30.0,74.8,49.0,66.9,38.0,10.9,23.0,28.3,8.0,9.9,22.0,31.2,20.0,37.7,17.0,72.5,19.0,5.8,,,36.0,30.9,24.0,7050.0,42.0,98.8,12.0,11.3,17.0,6.3,2014,50.0,22.3
Utah,N,298773.0,6.0,0.46799999999999997,1.0,145.7,6.0,212.2,50.0,68.3,42.0,71.5,2.0,7.1,16.0,26.5,46.0,20.1,1.0,24.2,1.0,33.4,9.0,75.2,16.0,5.2,,,4.0,24.1,13.0,6143.0,44.0,90.8,7.0,9.7,4.0,4.4,2014,30.0,14.2
Virginia,N,958583.0,19.0,0.24100000000000002,23.0,189.5,25.0,241.1,11.0,80.1,28.0,76.5,26.0,9.8,27.0,29.1,4.0,8.4,30.0,32.5,27.0,38.6,29.0,69.2,32.0,6.6,,,18.0,27.2,19.0,6502.0,16.0,125.8,13.0,11.5,13.0,5.5,2014,20.0,12.4
Wisconsin,N,1034899.0,22.0,0.165,31.0,193.2,24.0,236.8,24.0,76.6,13.0,80.8,7.0,8.2,37.0,30.9,20.0,11.8,29.0,32.3,8.0,36.2,15.0,72.8,23.0,6.0,,,29.0,29.8,14.0,6207.0,17.0,125.0,18.0,12.1,23.0,6.7,2014,6.0,9.0
Wyoming,N,71535.0,24.0,0.11800000000000001,12.0,180.2,22.0,233.6,39.0,73.8,45.0,69.2,12.0,8.6,30.0,30.3,37.0,15.7,5.0,28.7,5.0,35.0,24.0,70.0,20.0,5.9,,,21.0,27.8,33.0,7593.0,45.0,90.0,4.0,8.4,6.0,4.6,2014,32.0,14.4
